年度排出量順位／年度,14,15,16,17,18,19,20,21,22,23,24,25,26(増減率(H21比%))
1～10位,3575,3077,2524,2053,1892,1575,1095,997,1191,1183,1178,1148,1211(21)
11～30位,1207,1255,1018,910,747,783,696,534,556,520,483,407,382(-28)
31～50位,481,574,501,504,406,415,376,294,300,260,260,245,229(-22)
51～100位,853,818,757,681,621,627,534,458,420,372,359,339,296(-35)
101位以下,1850,1937,1894,1749,1500,1416,1249,1069,1079,1025,983,891,818(-23)
合計,7967,7661,6694,5898,5165,4817,3950,3352,3545,3359,3263,3030,2937(-12)
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
