都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,住所,緯度,経度,設置位置,開館時間,閉館日,利用可能日時特記事項,利用不可能日,設置台数,併設施設
131059,0000000001,東京都,文京区,アカデミー音羽,大塚5-40-15,35.720094,139.725618,2階事務室,09:00,21:30,,12月29日～１月3日　その他保守点検日（不定期）,1,
131059,0000000002,東京都,文京区,アカデミー茗台,春日2-9-5,35.713539,139.741205,7階事務室,09:00,21:30,,"12月29日～１月3日　その他保守点検日（不定期）
＊平成31年2月28日まで工事のため休館中",1,
131059,0000000003,東京都,文京区,アカデミー湯島,湯島2-28-14,35.706572,139.766568,5階事務室,09:00,21:30,,12月29日～１月3日　その他保守点検日（不定期）,1,
131059,0000000004,東京都,文京区,文京ふるさと歴史館,本郷4-9-29,35.7080142,139.7566697,1階受付横,10：00,17：00,,毎週月曜日（休日の場合は翌日）、第４火曜日、くん蒸期間、12/28～1/4,1,
131059,0000000005,東京都,文京区,音羽中学校,大塚1-9-24,35.717217,139.73279,保健室前,,,,,2,
131059,0000000006,東京都,文京区,音羽中学校運動場,大塚2-2-2,,,管理棟前,,,,,1,
131059,0000000007,東京都,文京区,第一中学校,小石川5-8-9,35.718013,139.738682,正面玄関入口ホール,,,,,2,
131059,0000000008,東京都,文京区,第三中学校,春日1-9-31,35.709151,139.746671,玄関入口,,,,,2,"第三中学校育成室
（敷地内別棟）"
131059,0000000009,東京都,文京区,第六中学校,向丘1-2-2,35.717074,139.757726,体育館入口前,,,,,2,
131059,0000000010,東京都,文京区,第八中学校,千駄木2-19-22,35.724322,139.761015,正面玄関受付前廊下,,,,,2,
131059,0000000011,東京都,文京区,第九中学校,本駒込3-28-9,35.729654,139.75278,１階主事室受付間,,,,,2,
131059,0000000012,東京都,文京区,第十中学校,千石2-40-17,35.723516,139.742538,玄関主事室の横,,,,,2,
131059,0000000013,東京都,文京区,文林中学校,千駄木5-25-10,35.728052,139.758572,正面玄関の壁,,,,,2,文林中学校育成室
131059,0000000014,東京都,文京区,本郷台中学校,本郷2-38-23,35.706951,139.758938,昇降口横の壁,,,,,2,
131059,0000000015,東京都,文京区,茗台中学校,春日2-9-5,35.713539,139.741205,玄関,,,,,2,"アカデミー茗台
茗台育成室
同心町土木詰所（敷地内別棟）"
131059,0000000016,東京都,文京区,窪町小学校,大塚3-2-3,35.718877,139.735629,1階昇降口の壁,,,,,2,窪町育成室
131059,0000000017,東京都,文京区,青柳小学校,大塚5-40-18,35.720417,139.725097,1階玄関ホール壁面,,,,,2,
131059,0000000018,東京都,文京区,大塚小学校,大塚4-1-7,35.723729,139.73638,正面玄関を入って左手１階の階段の登り口,,,,,2,大塚小学校育成室
131059,0000000019,東京都,文京区,駕籠町小学校,本駒込2-29-6,35.728362,139.7458,玄関,,,,,2,"駕籠町小学校育成室
キッズルーム駕籠町"
131059,0000000020,東京都,文京区,金富小学校,春日2-6-15,35.710831,139.741619,第二校庭の体育倉庫内壁,,,,,1,
131059,0000000021,東京都,文京区,金富小学校,春日2-6-15,35.710831,139.741619,正面玄関内の柱,,,,,2,
131059,0000000022,東京都,文京区,小日向台町小学校,小日向2-3-8,35.713213,139.735631,児童玄関・受付（主事室）入口付近,,,,,2,
131059,0000000023,東京都,文京区,駒本小学校,向丘2-37-5,35.724618,139.754577,１階　昇降口,,,,,2,駒本育成室
131059,0000000024,東京都,文京区,指ケ谷小学校,白山2-28-4,35.717306,139.750767,玄関,,,,,2,指ヶ谷育成室
131059,0000000025,東京都,文京区,汐見小学校,千駄木2-19-23,35.723733,139.760914,玄関正面、保健室横,,,,,2,"汐見育成室
子育てひろば汐見"
131059,0000000026,東京都,文京区,昭和小学校,本駒込2-28-31,35.731554,139.749485,昇降口玄関ホール　主事室前壁面,,,,,2,文京昭和高齢者在宅サービスセンター
131059,0000000027,東京都,文京区,誠之小学校,西片2-14-6,35.717943,139.754029,"仮設校舎第一昇降口
電子錠付近壁面",,,,,2,
131059,0000000028,東京都,文京区,関口台町小学校,関口2-6-1,35.711867,139.726757,正面玄関,,,,,2,
131059,0000000029,東京都,文京区,千駄木小学校,千駄木5-44-2,35.72914,139.758951,玄関の柱に設置,,,,,2,千駄木育成室（敷地内別棟）
131059,0000000030,東京都,文京区,根津小学校,根津1-14-3,35.718439,139.763222,玄関ホールの壁面,,,,,2,"根津交流館
根津児童室(根津育成室含む）
根津幼稚園"
131059,0000000031,東京都,文京区,林町小学校,千石2-36-3,35.724322,139.742248,玄関,,,,,2,
131059,0000000032,東京都,文京区,本郷小学校,本郷4-5-15,35.708093,139.758136,玄関,,,,,2,"本郷第二育成室
本郷第三育成室（隣接）"
131059,0000000033,東京都,文京区,明化小学校,千石1-13-9,35.724833,139.744881,正面玄関受付地点,,,,,2,明化幼稚園
131059,0000000034,東京都,文京区,柳町小学校,小石川1-23-16,35.714459,139.750138,玄関,,,,,2,"柳町第二育成室
柳町第三育成室（仮校舎内）"
131059,0000000035,東京都,文京区,湯島小学校,湯島2-28-14,35.706572,139.766568,１階　玄関ホール壁に固定,,,,,2,"湯島小学校育成室
アカデミー湯島
文京湯島高齢者在宅サービスセンター"
