アセットDB番号,台帳番号,種別,局,団体名,台帳名称,分類,所在（都道府県）,所在（区市町村）,所在（町、字）,所在（地番）,所在（その他）,住居表示,緯度（世界測地系）,経度（世界測地系）,構造,面積（㎡）,竣工日,取得年月日,階数高（地上）,高さ（m),DB追加・更新年月日
200005260,200005260,建物,住宅政策本部,,成瀬アパート（１６号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.540331,139.47723,鉄筋コンクリート造,"1,593.00",19790313,,4,,20191108
200005261,200005261,建物,住宅政策本部,,成瀬アパート（１７号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.539987,139.477508,鉄筋コンクリート造,"2,197.70",19790313,,5,,20191108
200005262,200005262,建物,住宅政策本部,,成瀬アパート（１８号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.539913,139.476958,鉄筋コンクリート造,"1,890.58",19790313,,5,,20191108
200005321,200005321,建物,住宅政策本部,,成瀬アパート（１号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.542626,139.471553,鉄筋コンクリート造,"1,790.48",19800331,,4,,20191108
200005309,200005309,建物,住宅政策本部,,成瀬アパート（２号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.542586,139.472303,鉄筋コンクリート造,"2,249.31",19790313,,4,,20191108
200005256,200005256,建物,住宅政策本部,,成瀬アパート（３号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.542535,139.472903,鉄筋コンクリート造,"1,991.70",19790313,,5,,20191108
200005310,200005310,建物,住宅政策本部,,成瀬アパート（４号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.5422,139.472633,鉄筋コンクリート造,"2,655.00",19790313,,5,,20191108
200005328,200005328,建物,住宅政策本部,,成瀬アパート（５号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541551,139.473466,鉄骨鉄筋コンクリート造,"7,539.55",19810206,,10,,20191108
200005263,200005263,建物,住宅政策本部,,成瀬アパート（６号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541449,139.474414,鉄骨鉄筋コンクリート造,"9,113.00",19790928,,10,,20191108
200005311,200005311,建物,住宅政策本部,,成瀬アパート（７号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.540749,139.475642,鉄筋コンクリート造,"2,927.00",19790313,,5,,20191108
200005312,200005312,建物,住宅政策本部,,成瀬アパート（８号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541054,139.475332,鉄筋コンクリート造,"2,655.00",19790313,,5,,20191108
200005273,200005273,建物,住宅政策本部,,成瀬アパート（９号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541375,139.475151,鉄筋コンクリート造,"1,856.00",19800331,,5,,20191108
200026462,200026462,建物,住宅政策本部,,成瀬第２アパート（１号棟）,行政財産,東京都,町田市,西成瀬,２丁目,2110,,35.543315,139.470377,鉄筋コンクリート造,"1,776.00",19850301,,4,,20191108
200026463,200026463,建物,住宅政策本部,,成瀬第２アパート（２号棟）,行政財産,東京都,町田市,西成瀬,２丁目,2110,,35.543581,139.470419,鉄筋コンクリート造,"1,998.00",19850301,,4,,20191108
200005271,200005271,建物,住宅政策本部,,忠生三丁目アパート,行政財産,東京都,町田市,忠生,３丁目,6,,35.577568,139.418579,鉄筋コンクリート造,"3,900.10",19800311,,5,,20191108
200005277,200005277,建物,住宅政策本部,,忠生四丁目アパート（１号棟）,行政財産,東京都,町田市,忠生,４丁目,9,,35.579451,139.408825,鉄筋コンクリート造,"1,587.50",19800819,,5,,20191108
200005278,200005278,建物,住宅政策本部,,忠生四丁目アパート（２号棟）,行政財産,東京都,町田市,忠生,４丁目,12,,35.580212,139.408905,鉄筋コンクリート造,"1,804.00",19800819,,5,,20191108
200005279,200005279,建物,住宅政策本部,,忠生四丁目アパート（３号棟）,行政財産,東京都,町田市,忠生,４丁目,10,,35.579763,139.409358,鉄筋コンクリート造,"1,895.43",19800819,,5,,20191108
200005280,200005280,建物,住宅政策本部,,忠生四丁目アパート（４号棟）,行政財産,東京都,町田市,忠生,４丁目,6,,35.579878,139.410261,鉄筋コンクリート造,"3,297.82",19800819,,5,,20191108
200005319,200005319,建物,住宅政策本部,,忠生二丁目アパート（１号棟）,行政財産,東京都,町田市,忠生,２丁目,26,,35.579547,139.421202,鉄筋コンクリート造,"2,512.70",19800311,,5,,20191108
200005294,200005294,建物,住宅政策本部,,町田金森アパート（１号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.532498,139.454143,鉄筋コンクリート造,838.31,19730725,,3,,20191108
200039367,200039367,建物,住宅政策本部,,町田金森一丁目アパート（１０号棟）,行政財産,東京都,町田市,原町田,１丁目,30,,35.536734,139.449218,鉄筋コンクリート造,"2,021.72",19980406,,4,,20191108
200036397,200036397,建物,住宅政策本部,,町田金森一丁目アパート（１号棟）,行政財産,東京都,町田市,金森,１丁目,102,,35.535172,139.45113,鉄筋コンクリート造,"3,002.41",19950428,,4,,20191108
200036398,200036398,建物,住宅政策本部,,町田金森一丁目アパート（２号棟）,行政財産,東京都,町田市,金森,１丁目,102,,35.535107,139.450587,鉄筋コンクリート造,"1,639.45",19950428,,5,,20191108
200036399,200036399,建物,住宅政策本部,,町田金森一丁目アパート（２号棟）,行政財産,東京都,町田市,金森,１丁目,102,,35.534963,139.450257,鉄筋コンクリート造,"2,229.17",19950428,,5,,20191108
200036400,200036400,建物,住宅政策本部,,町田金森一丁目アパート（３号棟）,行政財産,東京都,町田市,金森,１丁目,102,,35.535253,139.449831,鉄筋コンクリート造,"2,695.15",19950428,,5,,20191108
200036401,200036401,建物,住宅政策本部,,町田金森一丁目アパート（４号棟）,行政財産,東京都,町田市,金森,１丁目,102,,35.53569,139.450988,鉄筋コンクリート造,354.25,19950428,,4,,20191108
200036402,200036402,建物,住宅政策本部,,町田金森一丁目アパート（４号棟）,行政財産,東京都,町田市,金森,１丁目,102,,35.535466,139.450769,鉄筋コンクリート造,"1,948.66",19950428,,4,,20191108
200039358,200039358,建物,住宅政策本部,,町田金森一丁目アパート（５号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.535531,139.450151,鉄筋コンクリート造,"2,429.08",19980406,,4,,20191108
200039359,200039359,建物,住宅政策本部,,町田金森一丁目アパート（６号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.53547,139.449439,鉄筋コンクリート造,310.79,19980406,,4,,20191108
200039360,200039360,建物,住宅政策本部,,町田金森一丁目アパート（６号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.53562,139.449622,鉄筋コンクリート造,"1,805.99",19980406,,4,,20191108
200039361,200039361,建物,住宅政策本部,,町田金森一丁目アパート（６号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.535836,139.44977,鉄骨造,107.02,19980406,,4,,20191108
200039362,200039362,建物,住宅政策本部,,町田金森一丁目アパート（７号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.53581,139.449136,鉄筋コンクリート造,"1,029.03",19980406,,4,,20191108
200039363,200039363,建物,住宅政策本部,,町田金森一丁目アパート（７号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.535986,139.449073,鉄筋コンクリート造,"1,046.40",19980406,,4,,20191108
200039364,200039364,建物,住宅政策本部,,町田金森一丁目アパート（７号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.535996,139.44894,鉄骨造,100.21,19980406,,4,,20191108
200039365,200039365,建物,住宅政策本部,,町田金森一丁目アパート（８号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.536249,139.449019,鉄骨造,"1,485.90",19980406,,4,,20191108
200039366,200039366,建物,住宅政策本部,,町田金森一丁目アパート（８号棟）,行政財産,東京都,町田市,金森,１丁目,127,,35.536413,139.448911,鉄骨造,499.22,19980406,,4,,20191108
200005275,200005275,建物,住宅政策本部,,町田金森第２アパート（１号棟）,行政財産,東京都,町田市,金森,２丁目,681,,35.531277,139.458468,鉄筋コンクリート造,"1,317.11",19800409,,3,,20191108
200005276,200005276,建物,住宅政策本部,,町田金森第２アパート（２号棟）,行政財産,東京都,町田市,金森,２丁目,681,,35.531078,139.458641,鉄筋コンクリート造,"1,317.11",19800409,,3,,20191108
200005320,200005320,建物,住宅政策本部,,町田金森第２アパート（３号棟）,行政財産,東京都,町田市,金森,２丁目,681,,35.530976,139.458126,鉄筋コンクリート造,"1,322.33",19800409,,3,,20191108
200037602,200037602,建物,住宅政策本部,,町田小川アパート（１号棟）,行政財産,東京都,町田市,小川,,1210,,35.52318,139.47065,鉄筋コンクリート造,"3,804.37",19960416,,5,,20191108
200037603,200037603,建物,住宅政策本部,,町田小川アパート（１号棟）,行政財産,東京都,町田市,小川,,1210,,35.523315,139.471054,鉄筋コンクリート造,"1,487.66",19960416,,5,,20191108
200037604,200037604,建物,住宅政策本部,,町田小川アパート（１号棟）,行政財産,東京都,町田市,小川,,1210,,35.523401,139.471235,鉄筋コンクリート造,90.89,19960416,,5,,20191108
200027231,200027231,建物,住宅政策本部,,町田中町三丁目アパート（３－１９－３８号棟）,行政財産,東京都,町田市,中町,３丁目,287,,35.552807,139.44966,鉄筋コンクリート造,"2,337.43",19850603,,4,,20191108
200027252,200027252,建物,住宅政策本部,,町田中町三丁目第２アパート（３－２０－１５号棟）,行政財産,東京都,町田市,中町,３丁目,1584,,35.552558,139.450719,鉄筋コンクリート造,"2,186.40",19850830,,3,,20191108
200027253,200027253,建物,住宅政策本部,,町田中町三丁目第３アパート（３－１７－２０号棟）,行政財産,東京都,町田市,中町,３丁目,1563,,35.551431,139.450263,鉄筋コンクリート造,"1,068.49",19850830,,3,,20191108
200027541,200027541,建物,住宅政策本部,,町田中町三丁目第４アパート（１０号棟）,行政財産,東京都,町田市,中町,３丁目,1566,,35.551217,139.449311,鉄筋コンクリート造,"1,102.81",19860220,,3,,20191108
200027542,200027542,建物,住宅政策本部,,町田中町三丁目第４アパート（１６号棟）,行政財産,東京都,町田市,中町,３丁目,1566,,35.550944,139.449508,鉄筋コンクリート造,"2,058.58",19860220,,4,,20191108
200023259,200023259,建物,住宅政策本部,,町田中町四丁目アパート（１号棟）,行政財産,東京都,町田市,中町,４丁目,455,,35.555228,139.445706,鉄筋コンクリート造,832.5,19820303,,5,,20191108
200023260,200023260,建物,住宅政策本部,,町田中町四丁目アパート（２号棟）,行政財産,東京都,町田市,中町,４丁目,455,,35.555007,139.445329,鉄筋コンクリート造,"2,397.50",19820303,,5,,20191108
200023261,200023261,建物,住宅政策本部,,町田中町四丁目アパート（３号棟）,行政財産,東京都,町田市,中町,４丁目,455,,35.554746,139.445598,鉄筋コンクリート造,"2,740.00",19820303,,5,,20191108
200023262,200023262,建物,住宅政策本部,,町田中町四丁目アパート（４号棟）,行政財産,東京都,町田市,中町,４丁目,461,,35.554361,139.444908,鉄筋コンクリート造,"2,998.43",19820303,,5,,20191108
200023263,200023263,建物,住宅政策本部,,町田中町四丁目アパート（５号棟）,行政財産,東京都,町田市,中町,４丁目,461,,35.554586,139.444628,鉄筋コンクリート造,"3,003.85",19820303,,5,,20191108
200023264,200023264,建物,住宅政策本部,,町田中町四丁目アパート（６号棟）,行政財産,東京都,町田市,中町,４丁目,461,,35.55441,139.444324,鉄筋コンクリート造,963.55,19820303,,5,,20191108
200023265,200023265,建物,住宅政策本部,,町田中町四丁目アパート（７号棟）,行政財産,東京都,町田市,中町,,461,,35.554139,139.444571,鉄筋コンクリート造,963.55,19820303,,5,,20191108
200038474,200038474,建物,住宅政策本部,,町田中町四丁目第２アパート（１号棟）,行政財産,東京都,町田市,中町,４丁目,314,,35.552156,139.446744,鉄筋コンクリート造,"1,143.89",19970402,,3,,20191108
200038475,200038475,建物,住宅政策本部,,町田中町四丁目第２アパート（１号棟）,行政財産,東京都,町田市,中町,４丁目,314,,35.552351,139.446576,鉄筋コンクリート造,662.63,19970402,,3,,20191108
200039301,200039301,建物,住宅政策本部,,南大谷アパート（１号棟）,行政財産,東京都,町田市,南大谷,,241,,35.553337,139.45736,鉄筋コンクリート造,"2,591.82",19971003,,4,,20191108
200039302,200039302,建物,住宅政策本部,,南大谷アパート（１号棟）,行政財産,東京都,町田市,南大谷,,241,,35.553188,139.457769,鉄筋コンクリート造,"2,624.99",19971003,,4,,20191108
200039303,200039303,建物,住宅政策本部,,南大谷アパート（１号棟）,行政財産,東京都,町田市,南大谷,,241,,35.553135,139.458241,鉄筋コンクリート造,101.51,19971003,,4,,20191108
200039304,200039304,建物,住宅政策本部,,南大谷アパート（２号棟）,行政財産,東京都,町田市,南大谷,,241,,35.55298,139.458713,鉄筋コンクリート造,"3,023.13",19971003,,4,,20191108
200039305,200039305,建物,住宅政策本部,,南大谷アパート（２号棟）,行政財産,東京都,町田市,南大谷,,241,,35.552838,139.45915,鉄筋コンクリート造,"2,409.25",19971003,,4,,20191108
200039306,200039306,建物,住宅政策本部,,南大谷アパート（２号棟）,行政財産,東京都,町田市,南大谷,,241,,35.552758,139.459592,鉄筋コンクリート造,102.48,19971003,,4,,20191108
