"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2009120101,"麻布",,67,42,109,1,,,,31,,11,"WNW",105,79,
2009120102,"麻布",,76,39,115,1,,,,34,,9,"WNW",101,82,
2009120103,"麻布",,61,34,95,1,,,,32,,3,"ESE",102,80,
2009120104,"麻布",,73,34,107,1,,,,27,,6,"E",101,82,
2009120105,"麻布",,72,34,106,1,,,,31,,8,"NNW",96,82,
2009120106,"麻布",,84,33,117,1,,,,24,,4,"WNW",90,85,
2009120107,"麻布",,114,38,152,1,,,,36,,9,"NW",98,82,
2009120108,"麻布",,152,45,197,1,,,,34,,9,"NNW",102,80,
2009120109,"麻布",,124,43,167,2,,,,30,,10,"NW",111,73,
2009120110,"麻布",,82,45,127,4,,,,25,,8,"N",126,64,
2009120111,"麻布",,32,36,68,9,,,,10,,17,"E",131,56,
2009120112,"麻布",,9998,9998,9998,9998,,,,9998,,16,"WNW",132,56,
2009120113,"麻布",,18,31,49,17,,,,14,,8,"SW",141,53,
2009120114,"麻布",,22,35,57,16,,,,18,,6,"SW",148,53,
2009120115,"麻布",,10,31,41,16,,,,13,,4,"SE",146,50,
2009120116,"麻布",,4,26,30,21,,,,9,,3,"E",140,53,
2009120117,"麻布",,4,36,40,10,,,,7,,6,"SE",135,53,
2009120118,"麻布",,1,27,28,18,,,,11,,8,"ESE",135,53,
2009120119,"麻布",,6,35,41,12,,,,10,,7,"ESE",134,50,
2009120120,"麻布",,8,42,50,7,,,,13,,3,"WNW",129,56,
2009120121,"麻布",,8,38,46,8,,,,12,,1,"SSW",119,67,
2009120122,"麻布",,17,45,62,2,,,,23,,3,"SSW",113,70,
2009120123,"麻布",,31,47,78,1,,,,21,,1,"WSW",110,72,
2009120124,"麻布",,30,46,76,1,,,,20,,6,"WSW",104,76,
2009120201,"麻布",,79,49,128,9995,,,,18,,10,"WNW",105,75,
2009120202,"麻布",,81,40,121,1,,,,38,,9,"NW",101,75,
2009120203,"麻布",,80,38,118,1,,,,38,,7,"NNE",98,76,
2009120204,"麻布",,76,38,114,1,,,,31,,7,"NNW",97,76,
2009120205,"麻布",,84,37,121,1,,,,32,,6,"NNW",91,77,
2009120206,"麻布",,74,33,107,1,,,,30,,5,"E",89,77,
2009120207,"麻布",,62,31,93,1,,,,20,,6,"E",89,76,
2009120208,"麻布",,76,32,108,2,,,,21,,7,"N",93,74,
2009120209,"麻布",,82,33,115,2,,,,35,,12,"N",101,70,
2009120210,"麻布",,73,37,110,4,,,,39,,12,"N",119,63,
2009120211,"麻布",,71,43,114,5,,,,27,,8,"NNW",134,59,
2009120212,"麻布",,44,46,90,9,,,,39,,14,"W",141,52,
2009120213,"麻布",,30,49,79,10,,,,41,,13,"ESE",151,46,
2009120214,"麻布",,14,44,58,15,,,,23,,10,"ESE",155,47,
2009120215,"麻布",,15,51,66,11,,,,25,,5,"SE",153,51,
2009120216,"麻布",,10,55,65,9,,,,31,,4,"E",150,53,
2009120217,"麻布",,17,61,78,3,,,,34,,2,"WSW",145,60,
2009120218,"麻布",,61,71,132,1,,,,45,,2,"WNW",140,65,
2009120219,"麻布",,64,68,132,1,,,,42,,2,"SW",144,64,
2009120220,"麻布",,38,62,100,1,,,,37,,1,"SW",134,69,
2009120221,"麻布",,37,59,96,1,,,,53,,2,"NE",129,72,
2009120222,"麻布",,43,56,99,1,,,,51,,11,"W",135,69,
2009120223,"麻布",,124,67,191,1,,,,60,,15,"WNW",132,64,
2009120224,"麻布",,98,59,157,1,,,,52,,9,"N",123,66,
2009120301,"麻布",,79,53,132,1,,,,48,,7,"NNE",117,68,
2009120302,"麻布",,50,46,96,1,,,,42,,14,"WNW",116,65,
2009120303,"麻布",,49,43,92,1,,,,39,,16,"NW",112,67,
2009120304,"麻布",,17,32,49,2,,,,28,,9,"NNW",105,72,
2009120305,"麻布",,16,31,47,2,,,,26,,14,"WNW",101,75,
