"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","種別","町字ID","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","アクセス方法","駐車場情報","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","認可等年月日","収容定員","受入年齢","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","一時預かりの有無","子供預かり料金種別","子供預かり料金","子供預かり料金備考","子供預かり開所時間","子供預かり閉所時間","病児保育の有無","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考","入園案内ホームページ","所在地"
"132241","132241KSLT000004","多摩市","こばと第一保育園","コバトダイイチホイクエン","Kobato First Nursery School","認可保育所","","東京都","多摩市","諏訪","4丁目7","","35.62405","139.45816","","","","","","","","","","","","","","1971-05-01","","","","","","","","","","","","","","","","","","","http://www.kobato-daiichi.ed.jp/","","","","","東京都多摩市諏訪4-7"
"132241","132241KSLT000002","多摩市","桜ヶ丘第一保育園","サクラガオカダイイチホイクエン","Sakuragaoka First Nursery School","認可保育所","","東京都","多摩市","和田","60-1","","35.64311","139.43512","","","","","","","","","","","","","","1971-04-01","","","","","","","","","","","","","","","","","","","https://kodama-kai.org/","","","","","東京都多摩市和田60-1"
"132241","132241KSLT000023","多摩市","関戸みどりの保育園","セキドミドリノホイクエン","Sekido Midorino Nursery School","認可保育所","","東京都","多摩市","関戸","2丁目24-27","三ツ木聖蹟桜ヶ丘ビル2F","35.65082","139.44928","","","","","","","","","","","","","","2020-04-01","","","","","","","","","","","","","","","","","","","http://sekidomidorino.kids.coocan.jp/","","","","","東京都多摩市関戸2-24-27 三ツ木聖蹟桜ヶ丘ビル2F"
"132241","132241KSLT000001","多摩市","多摩保育園","タマホイクエン","Tama Nursery School","認可保育所","","東京都","多摩市","和田","418-1","","35.63979","139.43544","","","","","","","","","","","","","","1968-05-01","","","","","","","","","","","","","","","","","","","","","","","","東京都多摩市和田418-1"
"132241","132241KSLT000018","多摩市","のびのびっこ保育園","ノビノビッコホイクエン","Nobinobikko Nursery School","認可保育所","","東京都","多摩市","諏訪","1丁目1-6","","35.63499","139.44947","","","","","","","","","","","","","","2011-04-01","","","","","","","","","","","","","","","","","","","https://www.ans.co.jp/n/nobinobikko/","","","","","東京都多摩市諏訪1-1-6"
"132241","132241KSLT000014","多摩市","バオバブちいさな家保育園","バオバブチイサナイエホイクエン","Baobab Little House Nursery School","認可保育所","","東京都","多摩市","一ノ宮","3丁目9-1","","35.64985","139.44322","","","","","","","","","","","","","","2001-04-01","","","","","","","","","","","","","","","","","","","https://baobabcc.jp/","","","","","東京都多摩市一ノ宮3-9-1"
"132241","132241KSLT000006","多摩市","バオバブ保育園","バオバブホイクエン","Baobab Nursery School","認可保育所","","東京都","多摩市","一ノ宮","1丁目20-3","","35.65247","139.44101","","","","","","","","","","","","","","1973-04-01","","","","","","","","","","","","","","","","","","","https://baobabcc.jp/","","","","","東京都多摩市一ノ宮1-20-3"
"132241","132241KSLT000010","多摩市","ピオニイ第二保育園","ピオニイダイニホイクエン","Pionyi No.2 Nursery School","認可保育所","","東京都","多摩市","豊ケ丘","4丁目8","","35.61525","139.43522","","","","","","","","","","","","","","1976-04-01","","","","","","","","","","","","","","","","","","","https://peony2hoikuen.jimdo.com/","","","","","東京都多摩市豊ヶ丘4-8"
"132241","132241KSLT000005","多摩市","みさと保育所","ミサトホイクショ","Misato Nursery School","認可保育所","","東京都","多摩市","愛宕","2丁目53","","35.63529","139.43736","","","","","","","","","","","","","","1972-05-01","","","","","","","","","","","","","","","","","","","http://misatohoiku.org/","","","","","東京都多摩市愛宕2-53"
"132241","132241KSLT000008","多摩市","みどりの保育園","ミドリノホイクエン","Midorino Nursery School","認可保育所","","東京都","多摩市","連光寺","3丁目57-2","","35.64253","139.45684","","","","","","","","","","","","","","1974-04-01","","","","","","","","","","","","","","","","","","","http://midorinohoikuen.kids.coocan.jp/","","","","","東京都多摩市連光寺3-57-2"
"132241","132241KSLT000022","多摩市","やまとさくら保育園","ヤマトサクラホイクエン","Yamato Sakura Nursery School","認可保育所","","東京都","多摩市","関戸","4丁目18-2","","35.64926","139.45002","","","","","","","","","","","","","","2020-04-01","","","","","","","","","","","","","","","","","","","https://sakura.yamato-hoikuen.jp/","","","","","東京都多摩市関戸4-18-2"
"132241","132241KSLT000009","多摩市","やまと保育園","ヤマトホイクエン","Yamato Nursery School","認可保育所","","東京都","多摩市","和田","1534","","35.64563","139.43156","","","","","","","","","","","","","","1976-04-01","","","","","","","","","","","","","","","","","","","http://www.yamatohoikuen.jp/","","","","","東京都多摩市和田1534"
"132241","132241KSLT000003","多摩市","ゆりのき保育園","ユリノキホイクエン","Yurinoki Nursery School","認可保育所","","東京都","多摩市","永山","4丁目6","","35.62171","139.44831","","","","","","","","","","","","","","1971-04-01","","","","","","","","","","","","","","","","","","","http://yurinoki-hoikuen.com/","","","","","東京都多摩市永山4-6"
"132241","132241KSLT000015","多摩市","りすのき保育園","リスノキホイクエン","Risunoki Nursery School","認可保育所","","東京都","多摩市","唐木田","1丁目8-2","","35.61474","139.40924","","","","","","","","","","","","","","2002-07-01","","","","","","","","","","","","","","","","","","","http://www.risunokihoikuen.com/","","","","","東京都多摩市唐木田1-8-2"
