"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","種別","町字ID","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","アクセス方法","駐車場情報","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","認可等年月日","収容定員","受入年齢","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","一時預かりの有無","子供預かり料金種別","子供預かり料金","子供預かり料金備考","子供預かり開所時間","子供預かり閉所時間","病児保育の有無","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考","入園案内ホームページ","所在地"
"132241","132241KSLT000021","多摩市","あおぞらぱれっと保育園","アオゾラぱれっとホイクエン","Aozora Parretto Nursery School","認可保育所","","東京都","多摩市","落合","1丁目15-1","","35.62606","139.42961","","","","","","","","","","","","","","2020-04-01","","","","","","","","","","","","","","","","","","","http://www.aozora-hoikuen.com/pallet/pallet-top.html","","","","","東京都多摩市落合1-15-1"
"132241","132241KSLT000016","多摩市","あおぞら保育園","アオゾラホイクエン","Aozora Nursery School","認可保育所","","東京都","多摩市","落合","1丁目5-16","","35.62636","139.42674","","","","","","","","","","","","","","2015-04-01","","","","","","","","","","","","","","","","","","","http://www.aozora-hoikuen.com/","","","","","東京都多摩市落合1-5-16"
"132241","132241KSLT000020","多摩市","あすのき保育園","アスノキホイクエン","Asunoki Nursery School","認可保育所","","東京都","多摩市","諏訪","2丁目2","B-001","35.62524","139.45228","","","","","","","","","","","","","","2014-04-01","","","","","","","","","","","","","","","","","","","","","","","","東京都多摩市諏訪2-2-B-001"
"132241","132241KSLT000017","多摩市","丘の上アンジュ保育園","オカノウエアンジュホイクエン","Ange Nursery School on the Hill","認可保育所","","東京都","多摩市","鶴牧","3丁目2","","35.61869","139.42106","","","","","","","","","","","","","","2007-06-01","","","","","","","","","","","","","","","","","","","https://junshinkai.ed.jp/","","","","","東京都多摩市鶴牧3-2"
"132241","132241KSLT000024","多摩市","おだ学園保育園","オダガクエンホイクエン","Oda Gakuen Nursery School","認可保育所","","東京都","多摩市","永山","1丁目5","ベルブ永山209","35.62822","139.44836","","","","","","","","","","","","","","2021-04-01","","","","","","","","","","","","","","","","","","","https://nagayama.odakids.com/","","","","","東京都多摩市永山1-5 ベルブ永山209"
"132241","132241KSLT000019","多摩市","おだ認定こども園","オダニンテイコドモエン","Oda Certified Children's Garden","認可保育所","","東京都","多摩市","落合","5丁目7-2","","35.61389","139.42498","","","","","","","","","","","","","","2010-04-01","","","","","","","","","","","","","","","","","","","https://www.odakids.com/","","","","","東京都多摩市落合5-7-2"
"132241","132241KSLT000011","多摩市","かおり保育園","カオリホイクエン","Nursery school offering free admission for children under 12 years old","認可保育所","","東京都","多摩市","落合","4丁目15","","35.61517","139.43023","","","","","","","","","","","","","","1976-04-01","","","","","","","","","","","","","","","","","","","http://www.m-caritas.jp/kaori/index.html","","","","","東京都多摩市落合4-15"
"132241","132241KSLT000012","多摩市","かしのき保育園","カシノキホイクエン","Kashinoki preschool","認可保育所","","東京都","多摩市","諏訪","1丁目64","","35.63114","139.45008","","","","","","","","","","","","","","1978-04-01","","","","","","","","","","","","","","","","","","","http://www.kashinoki-hoikuen.org/","","","","","東京都多摩市諏訪1-64"
"132241","132241KSLT000007","多摩市","こぐま保育園","コグマホイクエン","Koguma Nursery School","認可保育所","","東京都","多摩市","永山","3丁目5","","35.62609","139.44593","","","","","","","","","","","","","","1973-04-01","","","","","","","","","","","","","","","","","","","https://www.koguma.or.jp/","","","","","東京都多摩市永山3-5"
"132241","132241KSLT000013","多摩市","こころ保育園","ココロホイクエン","Kokoro-no-Kindergarten","認可保育所","","東京都","多摩市","鶴牧","5丁目5","","35.61129","139.42422","","","","","","","","","","","","","","1982-04-01","","","","","","","","","","","","","","","","","","","https://junshinkai.ed.jp/","","","","","東京都多摩市鶴牧5-5"
