"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20190301","麻布地区総合支所管内","西麻布四丁目","1089","1356","2445"
"20190301","麻布地区総合支所管内","六本木一丁目","710","938","1648"
"20190301","麻布地区総合支所管内","六本木二丁目","289","260","549"
"20190301","麻布地区総合支所管内","六本木三丁目","1046","1039","2085"
"20190301","麻布地区総合支所管内","六本木四丁目","455","445","900"
"20190301","麻布地区総合支所管内","六本木五丁目","729","878","1607"
"20190301","麻布地区総合支所管内","六本木六丁目","492","614","1106"
"20190301","麻布地区総合支所管内","六本木七丁目","841","910","1751"
"20190301","麻布地区総合支所管内","麻布台一丁目","129","119","248"
"20190301","麻布地区総合支所管内","麻布台二丁目","173","173","346"
"20190301","麻布地区総合支所管内","麻布台三丁目","375","426","801"
"20190301","麻布地区総合支所管内","麻布十番一丁目","466","557","1023"
"20190301","麻布地区総合支所管内","麻布十番二丁目","1049","1259","2308"
"20190301","麻布地区総合支所管内","麻布十番三丁目","650","720","1370"
"20190301","麻布地区総合支所管内","麻布十番四丁目","158","253","411"
"20190301","麻布地区総合支所管内","東麻布一丁目","809","1049","1858"
"20190301","麻布地区総合支所管内","東麻布二丁目","907","976","1883"
"20190301","麻布地区総合支所管内","東麻布三丁目","338","377","715"
"20190301","赤坂地区総合支所管内","元赤坂一丁目","124","139","263"
"20190301","赤坂地区総合支所管内","元赤坂二丁目","142","109","251"
"20190301","赤坂地区総合支所管内","赤坂一丁目","166","230","396"
"20190301","赤坂地区総合支所管内","赤坂二丁目","1145","1168","2313"
"20190301","赤坂地区総合支所管内","赤坂三丁目","121","95","216"
"20190301","赤坂地区総合支所管内","赤坂四丁目","900","889","1789"
"20190301","赤坂地区総合支所管内","赤坂五丁目","258","376","634"
"20190301","赤坂地区総合支所管内","赤坂六丁目","1394","1512","2906"
"20190301","赤坂地区総合支所管内","赤坂七丁目","959","1089","2048"
"20190301","赤坂地区総合支所管内","赤坂八丁目","1069","1473","2542"
"20190301","赤坂地区総合支所管内","赤坂九丁目","833","766","1599"
"20190301","赤坂地区総合支所管内","南青山一丁目","891","1134","2025"
"20190301","赤坂地区総合支所管内","南青山二丁目","806","982","1788"
"20190301","赤坂地区総合支所管内","南青山三丁目","434","578","1012"
"20190301","赤坂地区総合支所管内","南青山四丁目","1148","1444","2592"
"20190301","赤坂地区総合支所管内","南青山五丁目","498","633","1131"
"20190301","赤坂地区総合支所管内","南青山六丁目","648","825","1473"
"20190301","赤坂地区総合支所管内","南青山七丁目","832","1075","1907"
"20190301","赤坂地区総合支所管内","北青山一丁目","496","769","1265"
"20190301","赤坂地区総合支所管内","北青山二丁目","215","257","472"
"20190301","赤坂地区総合支所管内","北青山三丁目","234","371","605"
"20190301","高輪地区総合支所管内","三田四丁目","1305","1662","2967"
"20190301","高輪地区総合支所管内","三田五丁目","2093","2744","4837"
"20190301","高輪地区総合支所管内","高輪一丁目","2418","3278","5696"
"20190301","高輪地区総合支所管内","高輪二丁目","2387","3064","5451"
"20190301","高輪地区総合支所管内","高輪三丁目","1765","2135","3900"
"20190301","高輪地区総合支所管内","高輪四丁目","1664","1858","3522"
"20190301","高輪地区総合支所管内","白金一丁目","1539","2047","3586"
"20190301","高輪地区総合支所管内","白金二丁目","840","1116","1956"
"20190301","高輪地区総合支所管内","白金三丁目","1495","1812","3307"
"20190301","高輪地区総合支所管内","白金四丁目","489","698","1187"
"20190301","高輪地区総合支所管内","白金五丁目","662","791","1453"
"20190301","高輪地区総合支所管内","白金六丁目","1314","1685","2999"
"20190301","高輪地区総合支所管内","白金台一丁目","347","472","819"
"20190301","高輪地区総合支所管内","白金台二丁目","982","1323","2305"
"20190301","高輪地区総合支所管内","白金台三丁目","1295","1790","3085"
"20190301","高輪地区総合支所管内","白金台四丁目","700","972","1672"
"20190301","高輪地区総合支所管内","白金台五丁目","641","867","1508"
"20190301","芝浦港南地区総合支所管内","芝浦一丁目","1278","1229","2507"
"20190301","芝浦港南地区総合支所管内","芝浦二丁目","1344","1580","2924"
"20190301","芝浦港南地区総合支所管内","芝浦三丁目","771","836","1607"
"20190301","芝浦港南地区総合支所管内","芝浦四丁目","5903","6321","12224"
"20190301","芝浦港南地区総合支所管内","海岸二丁目","331","333","664"
"20190301","芝浦港南地区総合支所管内","海岸三丁目","1723","1374","3097"
"20190301","芝浦港南地区総合支所管内","港南一丁目","69","77","146"
"20190301","芝浦港南地区総合支所管内","港南二丁目","953","1130","2083"
"20190301","芝浦港南地区総合支所管内","港南三丁目","2401","2691","5092"
"20190301","芝浦港南地区総合支所管内","港南四丁目","3645","4273","7918"
"20190301","芝浦港南地区総合支所管内","港南五丁目","272","172","444"
"20190301","芝浦港南地区総合支所管内","台場一丁目","1596","1840","3436"
"20190301","芝浦港南地区総合支所管内","台場二丁目","379","387","766"

"町丁別選挙人名簿登録者数　平成31年3月1日時点","Ver201903",,,,
