"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20190301","芝地区総合支所管内","芝一丁目","755","855","1610"
"20190301","芝地区総合支所管内","芝二丁目","1303","1573","2876"
"20190301","芝地区総合支所管内","芝三丁目","1375","1557","2932"
"20190301","芝地区総合支所管内","芝四丁目","875","1006","1881"
"20190301","芝地区総合支所管内","芝五丁目","1022","1489","2511"
"20190301","芝地区総合支所管内","海岸一丁目","859","804","1663"
"20190301","芝地区総合支所管内","東新橋一丁目","560","667","1227"
"20190301","芝地区総合支所管内","東新橋二丁目","271","183","454"
"20190301","芝地区総合支所管内","新橋一丁目","4","7","11"
"20190301","芝地区総合支所管内","新橋二丁目","51","57","108"
"20190301","芝地区総合支所管内","新橋三丁目","101","92","193"
"20190301","芝地区総合支所管内","新橋四丁目","217","195","412"
"20190301","芝地区総合支所管内","新橋五丁目","362","316","678"
"20190301","芝地区総合支所管内","新橋六丁目","498","369","867"
"20190301","芝地区総合支所管内","西新橋一丁目","139","115","254"
"20190301","芝地区総合支所管内","西新橋二丁目","193","179","372"
"20190301","芝地区総合支所管内","西新橋三丁目","306","329","635"
"20190301","芝地区総合支所管内","三田一丁目","1487","1866","3353"
"20190301","芝地区総合支所管内","三田二丁目","1496","1886","3382"
"20190301","芝地区総合支所管内","三田三丁目","690","712","1402"
"20190301","芝地区総合支所管内","浜松町一丁目","637","610","1247"
"20190301","芝地区総合支所管内","浜松町二丁目","141","131","272"
"20190301","芝地区総合支所管内","芝大門一丁目","270","288","558"
"20190301","芝地区総合支所管内","芝大門二丁目","333","369","702"
"20190301","芝地区総合支所管内","芝公園一丁目","97","107","204"
"20190301","芝地区総合支所管内","芝公園二丁目","268","274","542"
"20190301","芝地区総合支所管内","芝公園三丁目","113","125","238"
"20190301","芝地区総合支所管内","芝公園四丁目","28","29","57"
"20190301","芝地区総合支所管内","虎ノ門一丁目","181","181","362"
"20190301","芝地区総合支所管内","虎ノ門二丁目","14","12","26"
"20190301","芝地区総合支所管内","虎ノ門三丁目","722","787","1509"
"20190301","芝地区総合支所管内","虎ノ門四丁目","156","325","481"
"20190301","芝地区総合支所管内","虎ノ門五丁目","147","164","311"
"20190301","芝地区総合支所管内","愛宕一丁目","9","11","20"
"20190301","芝地区総合支所管内","愛宕二丁目","121","128","249"
"20190301","麻布地区総合支所管内","麻布狸穴町","239","279","518"
"20190301","麻布地区総合支所管内","麻布永坂町","63","92","155"
"20190301","麻布地区総合支所管内","南麻布一丁目","1427","1810","3237"
"20190301","麻布地区総合支所管内","南麻布二丁目","1384","1711","3095"
"20190301","麻布地区総合支所管内","南麻布三丁目","1028","1310","2338"
"20190301","麻布地区総合支所管内","南麻布四丁目","1050","1401","2451"
"20190301","麻布地区総合支所管内","南麻布五丁目","623","894","1517"
"20190301","麻布地区総合支所管内","元麻布一丁目","371","497","868"
"20190301","麻布地区総合支所管内","元麻布二丁目","635","815","1450"
"20190301","麻布地区総合支所管内","元麻布三丁目","595","603","1198"
"20190301","麻布地区総合支所管内","西麻布一丁目","704","698","1402"
"20190301","麻布地区総合支所管内","西麻布二丁目","983","1099","2082"
"20190301","麻布地区総合支所管内","西麻布三丁目","1095","1355","2450"
