世帯数,,381486,[世帯]
総人口,男,357528,[人]
総人口,女,380347,[人]
総人口,計,737875,[人]
日本人の人口,男,348769,[人]
日本人の人口,女,370364,[人]
日本人の人口,計,719133,[人]
外国人の人口,男,8759,[人]
外国人の人口,女,9983,[人]
外国人の人口,計,18742,[人]
