世帯数,,384889,[世帯]
総人口,男,357359,[人]
総人口,女,380881,[人]
総人口,計,738240,[人]
日本人の人口,男,347519,[人]
日本人の人口,女,369804,[人]
日本人の人口,計,717323,[人]
外国人の人口,男,9840,[人]
外国人の人口,女,11077,[人]
外国人の人口,計,20917,[人]
