世帯数,,381205,[世帯]
総人口,男,357156,[人]
総人口,女,380161,[人]
総人口,計,737317,[人]
日本人の人口,男,348460,[人]
日本人の人口,女,370204,[人]
日本人の人口,計,718664,[人]
外国人の人口,男,8696,[人]
外国人の人口,女,9957,[人]
外国人の人口,計,18653,[人]
