世帯数,,375981,[世帯]
総人口,男,358149,[人]
総人口,女,379117,[人]
総人口,計,737266,[人]
日本人の人口,男,348591,[人]
日本人の人口,女,368085,[人]
日本人の人口,計,716676,[人]
外国人の人口,男,9558,[人]
外国人の人口,女,11032,[人]
外国人の人口,計,20590,[人]
