世帯数,,375651,[世帯]
総人口,男,357951,[人]
総人口,女,378840,[人]
総人口,計,736791,[人]
日本人の人口,男,348391,[人]
日本人の人口,女,367866,[人]
日本人の人口,計,716257,[人]
外国人の人口,男,9560,[人]
外国人の人口,女,10974,[人]
外国人の人口,計,20534,[人]
