世帯数,,380587,[世帯]
総人口,男,359196,[人]
総人口,女,381271,[人]
総人口,計,740467,[人]
日本人の人口,男,349963,[人]
日本人の人口,女,370686,[人]
日本人の人口,計,720649,[人]
外国人の人口,男,9233,[人]
外国人の人口,女,10585,[人]
外国人の人口,計,19818,[人]
