世帯数,,389715,[世帯]
総人口,男,358739,[人]
総人口,女,382801,[人]
総人口,計,741540,[人]
日本人の人口,男,347707,[人]
日本人の人口,女,370638,[人]
日本人の人口,計,718345,[人]
外国人の人口,男,11032,[人]
外国人の人口,女,12163,[人]
外国人の人口,計,23195,[人]
