世帯数,,382754,[世帯]
総人口,男,359139,[人]
総人口,女,381670,[人]
総人口,計,740809,[人]
日本人の人口,男,349974,[人]
日本人の人口,女,371356,[人]
日本人の人口,計,721330,[人]
外国人の人口,男,9165,[人]
外国人の人口,女,10314,[人]
外国人の人口,計,19479,[人]
