世帯数,,384877,[世帯]
総人口,男,357919,[人]
総人口,女,381421,[人]
総人口,計,739340,[人]
日本人の人口,男,348635,[人]
日本人の人口,女,370983,[人]
日本人の人口,計,719618,[人]
外国人の人口,男,9284,[人]
外国人の人口,女,10438,[人]
外国人の人口,計,19722,[人]
