世帯数,,376818,[世帯]
総人口,男,358401,[人]
総人口,女,379615,[人]
総人口,計,738016,[人]
日本人の人口,男,348737,[人]
日本人の人口,女,368369,[人]
日本人の人口,計,717106,[人]
外国人の人口,男,9664,[人]
外国人の人口,女,11246,[人]
外国人の人口,計,20910,[人]
