世帯数,,376400,[世帯]
総人口,男,358280,[人]
総人口,女,379431,[人]
総人口,計,737711,[人]
日本人の人口,男,348688,[人]
日本人の人口,女,368316,[人]
日本人の人口,計,717004,[人]
外国人の人口,男,9592,[人]
外国人の人口,女,11115,[人]
外国人の人口,計,20707,[人]
