世帯数,,388287,[世帯]
総人口,男,358183,[人]
総人口,女,382158,[人]
総人口,計,740341,[人]
日本人の人口,男,348027,[人]
日本人の人口,女,370726,[人]
日本人の人口,計,718753,[人]
外国人の人口,男,10156,[人]
外国人の人口,女,11432,[人]
外国人の人口,計,21588,[人]
