世帯数,,394049,[世帯]
総人口,男,360144,[人]
総人口,女,384934,[人]
総人口,計,745078,[人]
日本人の人口,男,348340,[人]
日本人の人口,女,372051,[人]
日本人の人口,計,720391,[人]
外国人の人口,男,11804,[人]
外国人の人口,女,12883,[人]
外国人の人口,計,24687,[人]
