世帯数,,384209,[世帯]
総人口,男,357778,[人]
総人口,女,381319,[人]
総人口,計,739097,[人]
日本人の人口,男,348800,[人]
日本人の人口,女,371167,[人]
日本人の人口,計,719967,[人]
外国人の人口,男,8978,[人]
外国人の人口,女,10152,[人]
外国人の人口,計,19130,[人]
