世帯数,,381720,[世帯]
総人口,男,360315,[人]
総人口,女,382519,[人]
総人口,計,742834,[人]
日本人の人口,男,350536,[人]
日本人の人口,女,371257,[人]
日本人の人口,計,721793,[人]
外国人の人口,男,9779,[人]
外国人の人口,女,11262,[人]
外国人の人口,計,21041,[人]
