世帯数,,380181,[世帯]
総人口,男,358568,[人]
総人口,女,380678,[人]
総人口,計,739246,[人]
日本人の人口,男,349158,[人]
日本人の人口,女,370102,[人]
日本人の人口,計,719260,[人]
外国人の人口,男,9410,[人]
外国人の人口,女,10576,[人]
外国人の人口,計,19986,[人]
