世帯数,,389023,[世帯]
総人口,男,358277,[人]
総人口,女,382318,[人]
総人口,計,740595,[人]
日本人の人口,男,347659,[人]
日本人の人口,女,370523,[人]
日本人の人口,計,718182,[人]
外国人の人口,男,10618,[人]
外国人の人口,女,11795,[人]
外国人の人口,計,22413,[人]
