世帯数,,388764,[世帯]
総人口,男,358087,[人]
総人口,女,382330,[人]
総人口,計,740417,[人]
日本人の人口,男,347653,[人]
日本人の人口,女,370703,[人]
日本人の人口,計,718356,[人]
外国人の人口,男,10434,[人]
外国人の人口,女,11627,[人]
外国人の人口,計,22061,[人]
