世帯数,,373661,[世帯]
総人口,男,356983,[人]
総人口,女,377706,[人]
総人口,計,734689,[人]
日本人の人口,男,347658,[人]
日本人の人口,女,367061,[人]
日本人の人口,計,714719,[人]
外国人の人口,男,9325,[人]
外国人の人口,女,10645,[人]
外国人の人口,計,19970,[人]
