世帯数,,381396,[世帯]
総人口,男,359781,[人]
総人口,女,382083,[人]
総人口,計,741864,[人]
日本人の人口,男,350247,[人]
日本人の人口,女,371133,[人]
日本人の人口,計,721380,[人]
外国人の人口,男,9534,[人]
外国人の人口,女,10950,[人]
外国人の人口,計,20484,[人]
