世帯数,,384925,[世帯]
総人口,男,357878,[人]
総人口,女,381309,[人]
総人口,計,739187,[人]
日本人の人口,男,348451,[人]
日本人の人口,女,370760,[人]
日本人の人口,計,719211,[人]
外国人の人口,男,9427,[人]
外国人の人口,女,10549,[人]
外国人の人口,計,19976,[人]
