世帯数,,382980,[世帯]
総人口,男,357275,[人]
総人口,女,380856,[人]
総人口,計,738131,[人]
日本人の人口,男,348630,[人]
日本人の人口,女,370934,[人]
日本人の人口,計,719564,[人]
外国人の人口,男,8645,[人]
外国人の人口,女,9922,[人]
外国人の人口,計,18567,[人]
