世帯数,,389720,[世帯]
総人口,男,358529,[人]
総人口,女,382728,[人]
総人口,計,741257,[人]
日本人の人口,男,347332,[人]
日本人の人口,女,370404,[人]
日本人の人口,計,717736,[人]
外国人の人口,男,11197,[人]
外国人の人口,女,12324,[人]
外国人の人口,計,23521,[人]
