世帯数,,377683,[世帯]
総人口,男,358759,[人]
総人口,女,380231,[人]
総人口,計,738990,[人]
日本人の人口,男,348885,[人]
日本人の人口,女,368725,[人]
日本人の人口,計,717610,[人]
外国人の人口,男,9874,[人]
外国人の人口,女,11506,[人]
外国人の人口,計,21380,[人]
