世帯数,,388682,[世帯]
総人口,男,358137,[人]
総人口,女,382320,[人]
総人口,計,740457,[人]
日本人の人口,男,347862,[人]
日本人の人口,女,370764,[人]
日本人の人口,計,718626,[人]
外国人の人口,男,10275,[人]
外国人の人口,女,11556,[人]
外国人の人口,計,21831,[人]
