世帯数,,385321,[世帯]
総人口,男,357933,[人]
総人口,女,381519,[人]
総人口,計,739452,[人]
日本人の人口,男,348335,[人]
日本人の人口,女,370660,[人]
日本人の人口,計,718995,[人]
外国人の人口,男,9598,[人]
外国人の人口,女,10859,[人]
外国人の人口,計,20457,[人]
