世帯数,,388534,[世帯]
総人口,男,358227,[人]
総人口,女,382236,[人]
総人口,計,740463,[人]
日本人の人口,男,348017,[人]
日本人の人口,女,370754,[人]
日本人の人口,計,718771,[人]
外国人の人口,男,10210,[人]
外国人の人口,女,11482,[人]
外国人の人口,計,21692,[人]
