世帯数,,382827,[世帯]
総人口,男,359137,[人]
総人口,女,381663,[人]
総人口,計,740800,[人]
日本人の人口,男,350054,[人]
日本人の人口,女,371463,[人]
日本人の人口,計,721517,[人]
外国人の人口,男,9083,[人]
外国人の人口,女,10200,[人]
外国人の人口,計,19283,[人]
