世帯数,,376885,[世帯]
総人口,男,358474,[人]
総人口,女,379630,[人]
総人口,計,738104,[人]
日本人の人口,男,348849,[人]
日本人の人口,女,368454,[人]
日本人の人口,計,717303,[人]
外国人の人口,男,9625,[人]
外国人の人口,女,11176,[人]
外国人の人口,計,20801,[人]
