世帯数,,380349,[世帯]
総人口,男,359633,[人]
総人口,女,381955,[人]
総人口,計,741588,[人]
日本人の人口,男,349824,[人]
日本人の人口,女,370568,[人]
日本人の人口,計,720392,[人]
外国人の人口,男,9809,[人]
外国人の人口,女,11387,[人]
外国人の人口,計,21196,[人]
