世帯数,,378067,[世帯]
総人口,男,359033,[人]
総人口,女,380590,[人]
総人口,計,739623,[人]
日本人の人口,男,349064,[人]
日本人の人口,女,369075,[人]
日本人の人口,計,718139,[人]
外国人の人口,男,9969,[人]
外国人の人口,女,11515,[人]
外国人の人口,計,21484,[人]
