世帯数,,377713,[世帯]
総人口,男,358809,[人]
総人口,女,380282,[人]
総人口,計,739091,[人]
日本人の人口,男,348908,[人]
日本人の人口,女,368728,[人]
日本人の人口,計,717636,[人]
外国人の人口,男,9901,[人]
外国人の人口,女,11554,[人]
外国人の人口,計,21455,[人]
