世帯数,,381589,[世帯]
総人口,男,360111,[人]
総人口,女,382285,[人]
総人口,計,742396,[人]
日本人の人口,男,350470,[人]
日本人の人口,女,371212,[人]
日本人の人口,計,721682,[人]
外国人の人口,男,9641,[人]
外国人の人口,女,11073,[人]
外国人の人口,計,20714,[人]
