世帯数,,380564,[世帯]
総人口,男,359115,[人]
総人口,女,381235,[人]
総人口,計,740350,[人]
日本人の人口,男,349808,[人]
日本人の人口,女,370613,[人]
日本人の人口,計,720421,[人]
外国人の人口,男,9307,[人]
外国人の人口,女,10622,[人]
外国人の人口,計,19929,[人]
