世帯数,,394322,[世帯]
総人口,男,360112,[人]
総人口,女,384966,[人]
総人口,計,745078,[人]
日本人の人口,男,348168,[人]
日本人の人口,女,371978,[人]
日本人の人口,計,720146,[人]
外国人の人口,男,11944,[人]
外国人の人口,女,12988,[人]
外国人の人口,計,24932,[人]
