世帯数,,381603,[世帯]
総人口,男,360241,[人]
総人口,女,382381,[人]
総人口,計,742622,[人]
日本人の人口,男,350522,[人]
日本人の人口,女,371180,[人]
日本人の人口,計,721702,[人]
外国人の人口,男,9719,[人]
外国人の人口,女,11201,[人]
外国人の人口,計,20920,[人]
