世帯数,,381830,[世帯]
総人口,男,357736,[人]
総人口,女,380622,[人]
総人口,計,738358,[人]
日本人の人口,男,348931,[人]
日本人の人口,女,370598,[人]
日本人の人口,計,719529,[人]
外国人の人口,男,8805,[人]
外国人の人口,女,10024,[人]
外国人の人口,計,18829,[人]
