世帯数,,382582,[世帯]
総人口,男,358568,[人]
総人口,女,381111,[人]
総人口,計,739679,[人]
日本人の人口,男,349586,[人]
日本人の人口,女,370958,[人]
日本人の人口,計,720544,[人]
外国人の人口,男,8982,[人]
外国人の人口,女,10153,[人]
外国人の人口,計,19135,[人]
