世帯数,,385213,[世帯]
総人口,男,357752,[人]
総人口,女,381441,[人]
総人口,計,739193,[人]
日本人の人口,男,348015,[人]
日本人の人口,女,370392,[人]
日本人の人口,計,718407,[人]
外国人の人口,男,9737,[人]
外国人の人口,女,11049,[人]
外国人の人口,計,20786,[人]
