世帯数,,385351,[世帯]
総人口,男,357924,[人]
総人口,女,381530,[人]
総人口,計,739454,[人]
日本人の人口,男,348201,[人]
日本人の人口,女,370525,[人]
日本人の人口,計,718726,[人]
外国人の人口,男,9723,[人]
外国人の人口,女,11005,[人]
外国人の人口,計,20728,[人]
