世帯数,,377924,[世帯]
総人口,男,359026,[人]
総人口,女,380477,[人]
総人口,計,739503,[人]
日本人の人口,男,349047,[人]
日本人の人口,女,368922,[人]
日本人の人口,計,717969,[人]
外国人の人口,男,9979,[人]
外国人の人口,女,11555,[人]
外国人の人口,計,21534,[人]
