世帯数,,380437,[世帯]
総人口,男,358853,[人]
総人口,女,380943,[人]
総人口,計,739796,[人]
日本人の人口,男,349378,[人]
日本人の人口,女,370250,[人]
日本人の人口,計,719628,[人]
外国人の人口,男,9475,[人]
外国人の人口,女,10693,[人]
外国人の人口,計,20168,[人]
