世帯数,,380838,[世帯]
総人口,男,359400,[人]
総人口,女,381491,[人]
総人口,計,740891,[人]
日本人の人口,男,350099,[人]
日本人の人口,女,370857,[人]
日本人の人口,計,720956,[人]
外国人の人口,男,9301,[人]
外国人の人口,女,10634,[人]
外国人の人口,計,19935,[人]
