世帯数,,389771,[世帯]
総人口,男,358785,[人]
総人口,女,382922,[人]
総人口,計,741707,[人]
日本人の人口,男,347852,[人]
日本人の人口,女,370856,[人]
日本人の人口,計,718708,[人]
外国人の人口,男,10933,[人]
外国人の人口,女,12066,[人]
外国人の人口,計,22999,[人]
