世帯数,,394383,[世帯]
総人口,男,360237,[人]
総人口,女,385147,[人]
総人口,計,745384,[人]
日本人の人口,男,348375,[人]
日本人の人口,女,372199,[人]
日本人の人口,計,720574,[人]
外国人の人口,男,11862,[人]
外国人の人口,女,12948,[人]
外国人の人口,計,24810,[人]
