世帯数,,394646,[世帯]
総人口,男,360311,[人]
総人口,女,385106,[人]
総人口,計,745417,[人]
日本人の人口,男,348221,[人]
日本人の人口,女,371945,[人]
日本人の人口,計,720166,[人]
外国人の人口,男,12090,[人]
外国人の人口,女,13161,[人]
外国人の人口,計,25251,[人]
