世帯数,,385142,[世帯]
総人口,男,357649,[人]
総人口,女,381265,[人]
総人口,計,738914,[人]
日本人の人口,男,347906,[人]
日本人の人口,女,370195,[人]
日本人の人口,計,718101,[人]
外国人の人口,男,9743,[人]
外国人の人口,女,11070,[人]
外国人の人口,計,20813,[人]
