世帯数,,377234,[世帯]
総人口,男,358532,[人]
総人口,女,379900,[人]
総人口,計,738432,[人]
日本人の人口,男,348784,[人]
日本人の人口,女,368507,[人]
日本人の人口,計,717291,[人]
外国人の人口,男,9748,[人]
外国人の人口,女,11393,[人]
外国人の人口,計,21141,[人]
