世帯数,,380495,[世帯]
総人口,男,359039,[人]
総人口,女,381060,[人]
総人口,計,740099,[人]
日本人の人口,男,349575,[人]
日本人の人口,女,370396,[人]
日本人の人口,計,719971,[人]
外国人の人口,男,9464,[人]
外国人の人口,女,10664,[人]
外国人の人口,計,20128,[人]
