世帯数,,389811,[世帯]
総人口,男,358866,[人]
総人口,女,382954,[人]
総人口,計,741820,[人]
日本人の人口,男,347846,[人]
日本人の人口,女,370813,[人]
日本人の人口,計,718659,[人]
外国人の人口,男,11020,[人]
外国人の人口,女,12141,[人]
外国人の人口,計,23161,[人]
