世帯数,,392417,[世帯]
総人口,男,359375,[人]
総人口,女,384053,[人]
総人口,計,743428,[人]
日本人の人口,男,347970,[人]
日本人の人口,女,371536,[人]
日本人の人口,計,719506,[人]
外国人の人口,男,11405,[人]
外国人の人口,女,12517,[人]
外国人の人口,計,23922,[人]
