観測地点,平均水位前年,平均水位当年,最高水位前年,最高水位当年,最低水位前年,最低水位当年,変動量前年,変動量当年,降水量前年,降水量当年
(1)中野区新井北野神社,-9.80,-9.67,-8.07,-8.36,-10.20,-10.14,2.13,1.78,1647,1566
(2)東久留米市小平霊園,-5.45,-5.56,-2.58,-2.60,-7.35,-7.23,4.77,4.63,1647,1566
(3)三鷹市井の頭公園,-2.97,-3.03,-1.78,-1.76,-3.61,-3.57,1.83,1.81,1644.5,1609
(4)小金井市武蔵野公園,-2.57,-2.71,-1.38,-1.55,-3.16,-3.31,1.78,1.76,1644.5,1609
(5)小金井市前原,-4.21,-4.42,-2.87,-3.00,-4.97,-5.30,2.10,2.30,1644.5,1609
(6)小金井市貫井南町,-5.83,-6.00,-3.82,-4.00,-6.90,-6.93,3.08,2.93,1644.5,1609
