"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2022120101,"芝浦",,0,6,6,27,,,,5,-12,,,,,
2022120102,"芝浦",,0,6,6,26,,,,7,-15,,,,,
2022120103,"芝浦",,0,7,7,25,,,,11,-7,,,,,
2022120104,"芝浦",,0,6,6,26,,,,2,-10,,,,,
2022120105,"芝浦",,0,6,6,25,,,,9,2,,,,,
2022120106,"芝浦",,1,9,10,22,,,,6,-6,,,,,
2022120107,"芝浦",,7,11,18,20,,,,2,-1,,,,,
2022120108,"芝浦",,11,17,28,18,,,,2,0,,,,,
2022120109,"芝浦",,17,18,35,15,,,,0,4,,,,,
2022120110,"芝浦",,13,19,32,15,,,,4,0,,,,,
2022120111,"芝浦",,13,19,32,15,,,,6,-3,,,,,
2022120112,"芝浦",,17,23,40,14,,,,1,-3,,,,,
2022120113,"芝浦",,12,20,32,16,,,,13,1,,,,,
2022120114,"芝浦",,22,23,45,12,,,,7,-3,,,,,
2022120115,"芝浦",,16,19,35,15,,,,1,4,,,,,
2022120116,"芝浦",,16,21,37,14,,,,16,2,,,,,
2022120117,"芝浦",,6,18,24,15,,,,4,1,,,,,
2022120118,"芝浦",,11,25,36,9,,,,6,1,,,,,
2022120119,"芝浦",,9,25,34,7,,,,9,11,,,,,
2022120120,"芝浦",,2,19,21,12,,,,15,1,,,,,
2022120121,"芝浦",,2,21,23,10,,,,15,5,,,,,
2022120122,"芝浦",,6,29,35,3,,,,20,11,,,,,
2022120123,"芝浦",,3,24,27,5,,,,16,8,,,,,
2022120124,"芝浦",,1,19,20,8,,,,17,7,,,,,
2022120201,"芝浦",,1,18,19,8,,,,9,6,,,,,
2022120202,"芝浦",,2,16,18,8,,,,4,5,,,,,
2022120203,"芝浦",,1,12,13,13,,,,9,1,,,,,
2022120204,"芝浦",,1,13,14,11,,,,7,0,,,,,
2022120205,"芝浦",,1,13,14,12,,,,6,6,,,,,
2022120206,"芝浦",,1,13,14,15,,,,2,3,,,,,
2022120207,"芝浦",,1,11,12,21,,,,2,2,,,,,
