"選挙名称","届出番号","党派名","候補者名","22:00[人]","22:25[人]","22:55[人]","23:00 確定[人]"
"令和2年6月7日執行　港区長選挙","2","無所属","たけい雅昭","15000","36500","36856","36856"
"令和2年6月7日執行　港区長選挙","3","無所属","いいだ佳宏","1500","6500","7000","7000"
"令和2年6月7日執行　港区長選挙","4","無所属","大滝実","1500","5000","5488","5488"
"令和2年6月7日執行　港区長選挙","1","無所属","きくち正彦","1500","5000","5437","5437"
"令和2年6月7日執行　港区長選挙","5","ホリエモン新党","柏井シゲタツ","1500","3000","3297","3297"

"令和2年6月7日執行　港区長選挙候補者別開票結果","Ver202006",,,,,,
