"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2007120101,"港南",9995,14,27,41,1,,,,12,,4,"SSE",,,
2007120102,"港南",0,19,26,45,0,,,,19,,6,"SE",,,
2007120103,"港南",0,21,25,46,1,,,,24,,7,"SE",,,
2007120104,"港南",0,19,23,42,0,,,,11,,6,"SE",,,
2007120105,"港南",0,21,21,42,0,,,,22,,6,"SSE",,,
2007120106,"港南",0,14,20,34,1,,,,19,,10,"SE",,,
2007120107,"港南",0,15,20,35,1,,,,16,,7,"SSE",,,
2007120108,"港南",0,18,21,39,1,,,,13,,3,"SSW",,,
2007120109,"港南",0,29,24,53,1,,,,10,,7,"WSW",,,
2007120110,"港南",1,48,31,79,1,,,,18,,5,"NE",,,
2007120111,"港南",1,43,34,77,2,,,,13,,6,"SSE",,,
2007120112,"港南",1,33,36,69,1,,,,9,,7,"WSW",,,
2007120113,"港南",1,34,41,75,1,,,,17,,16,"ENE",,,
2007120114,"港南",1,28,44,72,1,,,,31,,10,"SE",,,
2007120115,"港南",1,15,42,57,2,,,,26,,9,"ESE",,,
2007120116,"港南",1,11,40,51,2,,,,19,,7,"E",,,
2007120117,"港南",1,18,41,59,1,,,,22,,2,"SE",,,
2007120118,"港南",1,26,44,70,1,,,,16,,1,"NW",,,
2007120119,"港南",2,31,47,78,0,,,,20,,0,"NNE",,,
2007120120,"港南",2,30,47,77,0,,,,24,,2,"N",,,
2007120121,"港南",2,34,41,75,0,,,,25,,2,"SW",,,
2007120122,"港南",1,40,37,77,0,,,,29,,3,"SSW",,,
2007120123,"港南",1,43,33,76,0,,,,29,,4,"S",,,
2007120124,"港南",1,40,31,71,0,,,,29,,6,"SSE",,,
2007120201,"港南",1,21,29,50,1,,,,17,,7,"SSE",,,
2007120202,"港南",0,10,27,37,1,,,,15,,5,"SSE",,,
2007120203,"港南",0,6,24,30,1,,,,9,,6,"SE",,,
2007120204,"港南",0,4,24,28,1,,,,9,,6,"ESE",,,
2007120205,"港南",0,4,25,29,3,,,,15,,3,"E",,,
2007120206,"港南",0,3,21,24,5,,,,9,,4,"S",,,
2007120207,"港南",0,12,22,34,0,,,,9,,7,"SSW",,,
2007120208,"港南",0,32,20,52,1,,,,13,,1,"ESE",,,
2007120209,"港南",0,38,21,59,1,,,,10,,4,"NE",,,
2007120210,"港南",1,28,27,55,2,,,,11,,10,"E",,,
2007120211,"港南",1,18,36,54,3,,,,6,,11,"SE",,,
2007120212,"港南",1,21,40,61,2,,,,12,,11,"SE",,,
2007120213,"港南",2,5,33,38,6,,,,6,,10,"E",,,
2007120214,"港南",2,3,31,34,8,,,,27,,8,"E",,,
2007120215,"港南",2,2,30,32,8,,,,20,,7,"NNE",,,
2007120216,"港南",2,2,30,32,9,,,,19,,7,"WSW",,,
