,(2)海上出入貨物,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,（単位　：　トン）,,
,,平成31年(2019年),,,,平成30年(2018年),,,,,
,,当月,,,１月以降累計,当月,,,１月以降累計,,
,,計,出貨,入貨,,計,出貨,入貨,,,
,総数 ,"6,882,062","2,256,917","4,625,145","13,875,545","7,396,227","2,340,743","5,055,484","14,530,769",,
,,93.0%,96.4%,91.5%,95.5%,,,,,,
,外貿貨物,"3,591,864","1,041,631","2,550,233","7,445,502","3,972,839","1,042,705","2,930,134","7,945,653",,
,,90.4%,99.9%,87.0%,93.7%,,,,,,
,（うちコンテナ貨物）,"3,453,484","989,585","2,463,899","7,172,706","3,844,838","995,923","2,848,915","7,686,660",,
,,89.8%,99.4%,86.5%,93.3%,,,,,,
,内貿貨物,"3,290,198","1,215,286","2,074,912","6,430,043","3,423,388","1,298,038","2,125,350","6,585,116",,
,,96.1%,93.6%,97.6%,97.6%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
